"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"B.P. 129","Biblioteca Civica","Padova","Petrus Paulus Vergerius","Il manoscritto cartaceo è formato da I, 277, I pp. e misura 298x202 mm. La legatura è del XVIII secolo, la coperta in cuoio. Il codice, composto da fascicoli di varia lunghezza e dimensione, è una raccolta per gli Opera omnia di Vergerio, in larga parte estratti e soprattutto epistole, copiata a Padova da Gian Roberto Papafava (1722-1767). A p. 237, in corrispondenza dell'incipit del De situ, si legge la nota ""Cod. Reff. p. 28"", che segnala che il testo dell'opera sia stato copiato dal cod. B.P. 1287 della Biblioteca Civica. Il De situ urbis Iustinopolitane è preceduto, alle pp. 233-236, da excerpta tratti dall'Italia illustrata di Biondo Flavio, dalla Naturalis Historia di Plinio, dalla traduzione latina della Geographia di Strabone, dalla Chronica patriarcarum Aquilensis ecclesiae e dalla Chronica Sancti Nicolai, ed è seguito, alle pp. 241-253, dal De republica Venetorum. ","http://www.wikidata.org/entity/Q617"
"1605","Biblioteca Universitaria ","Padova","Christophorus Bondelmontius","Membranaceo lacunoso; formato in-quarto; ff. 34; scrittura posata.
","http://www.wikidata.org/entity/Q617"
"1606","Biblioteca Universitaria ","Padova","Christophorus Bondelmontius","Codice cartaceo formato in-quarto; ff. 54. Contiene: Buondelmonti, Liber insularum archipelagi e Descriptio insule Crete. Il codice è descriptus del ms. Chigiano F. IV. 74. *** Cartaceo; formato in-quarto; ff. 54. Contiene: Buondelmonti, Liber insularum archipelagi e Descriptio insule Crete. Il codice è descriptus del ms. Chigiano F. IV. 74.","http://www.wikidata.org/entity/Q617"
"1622","Biblioteca Universitaria ","Padova","Sanctus Brendanus","Il manoscritto cartaceo è formato da III, 323 ff. e misura 282x207 mm con il testo disposto su due colonne. Esemplato in Veneto, fu posseduto dalla chiesa dei SS. Apostoli di Venezia. Sul foglio di guardia si legge: ""Aliqua pars Sanctuarii Domini Joannis Beleth ex liberaria Sanctorum Apostolorum Petri et Pauli Romae"", con probabile riferimento alla chiesa veneziana dei Santi Apostoli, in coerenza con l'origine veneta della raccolta agiografica che il codice trasmette. ","http://www.wikidata.org/entity/Q617"
"625","Biblioteca Universitaria ","Padova","Iohannes Boccaccius","Scrittura umanistica di unica mano. Al recto di ogni foglio, nell’angolo destro del margine inferiore si trovano le iniziali di ogni sezione («m», «s», «f», «l», «fl», «st», «ma») scritte in un inchiostro simile a quello della numerazione dei fogli e di alcune annotazioni marginali.
Presenza di annotazioni marginali più mani, di vario genere e anche in greco. Assente il Carme sull'Arno. ","http://www.wikidata.org/entity/Q617"
"3. Qq. C 54-60","Biblioteca Comunale","Palermo","Petrus Ransanus","Il manoscritto membranaceo misura 240x170 mm, con rigatura a secco e fascicoli irregolari per lo scorporo successivo subito dal codice. Il corpus è formato in tutto da 57 fascicoli, di cui 29 quaternioni e 26 quinioni; il fascicolo 50 è un ternione. I fascicoli 45, 51, 52 sono irregolari: i primi due sono mutili del primo foglio, il terzo è mutilo del primo e dell'ultimo foglio. Lo specchio scrittorio misura 213x115 mm, con 24-25 righe a inchiostro marrone. La mano principale è umanistica corsiva, con tre interventi di mani per i marginalia: Ranzano, Fazello, lettore posteriore moderno, forse il domenicano Alberto Marchese. La numerazione è duplice, collocata sul margine superiore destro del recto. La legatura è moderna in mezza pelle con quadranti di cartone rivestiti in carta marmorizzata. Sul dorso due riquadri applicati di colore rosso con bordatura dorata. Il codice contiene: Petri Ranzani Siculi episcopi Lucerini Annales omnium temporum, liber XIV (ff. 261r-392v) e liber XV (ff. 392v-504r). Originariamente, gli Annales omnium temporum erano suddivisi in quattro volumi di 50 libri totali, ma tra la fine del XVI e l'inizio del XVII secolo i volumi furono divisi in otto tomi, causando la perdita di fogli e di libri interi. Dopo la morte di Ranzano, i volumi furono portati, forse per volontà del Maestro Generale dell'Ordine, nel convento di San Domenico a Palermo, dove furono consultati da Leandro Alberti nel 1526 e più tardi da Tommaso Fazello, storico siciliano. Nel XVIII secolo Alberto Marchese del convento di S. Zita a Palermo informò il padre Antonio Bremond, che chiedeva notizie sull'opera e sollecitava la raccolta, che i 50 libri erano stati suddivisi in otto tomi, ma dichiarava che essi si riducevano a sette, dal momento che  il quarto tomo, contenente i libri XVI-XX, era andato perduto e che l'ottavo tomo presentava diverse lacune, poiché mancavano i libri XXXVII-XXXIX. Nel 1867 i sette tomi superstiti furono trasferiti alla Biblioteca Comunale di Palermo. In totale, il corpus consta di 3500 cc.: la parte più cospicua dell'opera è stata vergata da un'unica mano, anche se nel volume VIII si evince l'intervento massiccio di una seconda mano. La mano di Ranzano è presente in vari interventi di revisione diffusi sull'intero corpus degli Annales.  ","http://www.wikidata.org/entity/Q2656"
"1526","Bibliothèque Mazarine","Paris","Iohannes Boccaccius","Il De Montibus è contenuto all'interno di un codice collettaneo redatto con scrittura gotica di unica mano, che contiene anche il De chorographia di Pomponio Mela e la Collectanea rerum memorabilium di Solino. Il manoscritto viene realizzato per l’alta
committenza del notabile veneziano Giovanni Corner, come si evince dallo stemma partito in oro e in azzurro presente a f. 29r; risulta tuttavia difficile il riconoscimento dell’identità precisa del committente in quanto con il medesimo nome compaiono all’interno della famiglia Corner numerosi esponenti, in molti casi detentori di biblioteche personali. L’intento che doveva stare alla base della costituzione del codice risulta comunque essere la volontà di riunire i testi pertinenti alla geografia antica in un unico volume. Assente il Carme sull'Arno.","http://www.wikidata.org/entity/Q90"
"1527","Bibliothèque Mazarine","Paris","Iacobus Angeli de Scarperia","Il manoscritto cartaceo è formato da 232 ff. e misura 251x170 mm. Esemplato in Italia. ","http://www.wikidata.org/entity/Q90"
"1100","Bibliothèque de l'Arsenal","Paris","Rorgus Fretellus de Nazareth","Il manoscritto cartaceo è formato da 96 ff. e misura 275x211 mm. Il codice trasmette: Fulcherio di Chartes, Gesta Francorum Iherusalem peregrinantium, ff. 1r-33r; Ordinarius Curie Romane, ff. 48r-55v; De sanctis abbatibus Cluniacensibus, ff. 56r-58r; disegni, ff. 58v-61v; excerpta di exempla da Pietro Alfonsi, ff. 65r-96v. Al f. 96r datazione: ""Chest livre en l’an fute script / Mil quatre cens et dix et huit"". Il testo è vergato a piena pagina. Il testo di Fretello è trasmesso nella sua prima redazione. ","http://www.wikidata.org/entity/Q90"
"8536","Bibliothèque de l'Arsenal","Paris","Iacobus Angeli de Scarperia","Il manoscritto cartaceo è formato da I, 78 ff. e misura 430x320 mm. Il codice trasmette solo 27 mappe. Posseduto nel 1535 dal collezionista Etienne Tabourots des Accords, come si legge nella nota a f. 1r: ""Taboroti sum suorumque, 1582"", il codice passò poi alla casa di Vintimille e poi a Sainte-Croix de la Bretonnerie. ","http://www.wikidata.org/entity/Q90"
"981 (1 H. L)","Bibliothèque de l'Arsenal","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da 120 ff. e misura 442x304 mm. Il codice è mutilo del primo foglio che contiene la dedica, della quale non restano che le ultime 4 righe. Copiato da mano italiana su due colonne, il codice proviene dalla biblioteca del collegio parigino di Maître Gervais, riunita nel 1764 a quella del collegio Louis-le-Grand e oggi conservata all'Arsenal. ","http://www.wikidata.org/entity/Q90"
" lat. 11138","Bibliothèque nationale de France","Paris","Franciscus Petrarcha","","http://www.wikidata.org/entity/Q90"
" lat. 11684","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto membranaceo è composto da 221 ff. e misura 410 x 280 mm. Esemplato nell'abbazia di Saint Pierre di Corbie, il copista potrebbe essere  Iohannes Monoculus Corbeiensis monachus, che ha vergato anche i mss. 11564, 11576, 11700, 11864, 16943, oggi conservati presso la Bibliothèque Nationale de France. Il manoscritto trasmette anche Rabano Mauro, De rerum naturis, ff. 1r-218r.","http://www.wikidata.org/entity/Q90"
"2477","Bibliothèque nationale de France","Paris","Iohannes de Plano Carpini","Il manoscritto membranaceo è formato da I, 125 ff. e misura 225x175 mm, con il testo disposto su due colonne. Il codice trasmette inoltre l'Elucidarium di Onorio d' Autun, i Gesta Alexandri regis, l'Historia de proeliis, il De cura equorum seu de hippiatria di Giordano Ruffo. Il manoscritto riporta la prima redazione dell'Historia di Giovanni di Pian del Carpine. ","http://www.wikidata.org/entity/Q90"
"6244A","Bibliothèque nationale de France","Paris","Franciscus Pipinus","Il manoscritto cartaceo consta di 266 ff. e misura 217x170 mm. Datato al 3 marzo 1440, fu vergato a Firenze da Elia Bosco, come riportato ai ff. 122r e 247v, per il committente Iacobus Finalis civis Tholonensis, un notaio della corte papale. Trasmette inoltre l'Epistola del Prete Gianni, ff. 124r-130v, l'Historia Hierosolymitana di Jacques de Vitry, ff. 131r-183v, Gesta romana, ff. 184r-219r, un decreto del Consiglio di Firenze del 4 settembre 1439 e un altro sugli Armeni del 22 Novembre 1439, ff. 248r-250r. ","http://www.wikidata.org/entity/Q90"
"Bibliothèque de l'Arsenal 943 (55 H.L.)","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da 125 ff. e misura 233x164 mm. Composto da due unità codicologiche, la Navigatio si trova nella prima, risalente al XII secolo ed esemplata a Parigi. La sezione trasmette inoltre: De missa, ff. 19r-45v, Miracula s. Victoris, ff. 46r-65v, Vita s. Augustini, ff. 66r-75v, Vita et sententiae Secundi philosophi, ff. 75v-78r, Esametri rimani in lode di Fleury, f. 78v. La seconda sezione trasmette: Iohannes de Bergis, Tabula Moralium Gregorii super Iob secundum ordinem alphabeti, ff. 79r-11v, Tabula dei contenuti del De civitate Dei di Agostino, ff. 112r-124v, Resoconti processuali in franese, f. 125r. ","http://www.wikidata.org/entity/Q90"
"Cartes et Plans, Rés. Ge. FF 9351","Bibliothèque nationale de France","Paris","Christophorus Bondelmontius","","http://www.wikidata.org/entity/Q90"
"Dupuy 686","Bibliothèque nationale de France","Paris","Guillelmus de Rubruc *** Iohannes de Plano Carpini","Il manoscritto cartaceo è formato da 76 ff, vergato in scrittura umanistica a piena pagina su 25 linee. Il codice trasmette componimenti legati ai viaggi in Oriente: sono raccolti gli
Itineraria in Tartariam di Giovanni da Pian di Carpine (ff. 2r-18v), di Simon de Saint Quentin (ff. 19r-37v), di Guglielmo di Rubruk (ff. 38r-60r) e infine di Odorico da Pordenone
(ff. 60v-76v).
 *** Il manoscritto trasmette una copia del testo dell'edizione di Hakluyt. ","http://www.wikidata.org/entity/Q90"
"Lat. 5879","Bibliothèque nationale de France","Paris","Petrus Paulus Vergerius","Sono assenti, relativamente al De situ veteris, annotazioni marginali come glosse e notabilia; l'opera è trascritta da un'unica mano. Il manoscritto, miscellaneo, tramanda anche le seguenti opere: Petri Pauli Vergeri Justinopolitani Liber de politia Venetorum eorumque legibus ac moribus, urbis situ, naturaque regionis (ff. 2r-6v);  Anonymi chronica italica (ff.12r-30v), in verità, si tratta del De origine urbium Italiae attribuito a Riccobaldo da Ferrara; Historiae ecclesiasticae omnium temporum libri sex (ff- 31r-147v); Sexi Rufini Viri consularis historiae romanae breviarium (ff. 148r-155r); Benvenuti de Rambaldis Imolensis Liber augustalis de vitis Caesarum (ff. 155r-170r).","http://www.wikidata.org/entity/Q90"
"NAL 758","Bibliothèque nationale de France","Paris","Alexander Ariostus","Il manoscritto membranaceo è composto da 247 ff. e misura 165x120 mm. Esemplato in Italia, trasmette anche il De sacerdotio Christi di Ambrosius Traversarius e la Disputatio contra Iudaeos di Ingetus Contardus. ","http://www.wikidata.org/entity/Q90"
"Nouv. Acq. lat 133","Bibliothèque nationale de France","Paris","Iohannes Boccaccius","Scrittura umanistica libraria di unica mano. Presenza di glosse marginali o raramente
interlineari in umanistica corsiva di mano diversa da quella del copista. Assenti
le rubriche alle sezioni. Il Carme sull'Arno è presente a f. 46r.
Presenza di numerose note, che comprendono correzioni al testo del De montibus o indicazione delle fonti utilizzate.","http://www.wikidata.org/entity/Q90"
"Nouv. Acq. lat. 345","Bibliothèque nationale de France","Paris","Iohannes Boccaccius","Assente il Carme sull'Arno","http://www.wikidata.org/entity/Q90"
"Nouv. Acq. lat. 905","Bibliothèque nationale de France","Paris","Iohannes Boccaccius","Il codice presenta correzioni e breve glosse del copista, di area settentrionale italiana. La nota di possesso, risalente al XVII sec. e posta sul
primo dei fogli di guardia, attesta la presenza del codice tra la
collezione di Ferdinando Navanzio,
dottore in diritto canonico e civile
(«Ferdinandus Navantius, iuris utriusque
doctor»). Il codice venne quindi battuto
all’asta durante la vendita del patrimonio di
Walter Sneyd presso Sotheby’s nel 1903 (il
codice è stato venduto con il numero 247).
Assente il Carme sull'Arno.","http://www.wikidata.org/entity/Q90"
"Parisinus lat. 6746","Bibliothèque nationale de France","Paris","Iannotius Manettus","Membranaceo, mm 234x168, scrittura umanistica posata. Si registra la presenza di numerose glosse di mano diversa da quello dello scriba, frequenti soprattutto nel secondo e terzo libro. Il codice fu probabilmente allestito a Firenze nel laboratorio di Vespasiano da Bisticci, forse ad opera del copista ser Giovanni da Stia.","http://www.wikidata.org/entity/Q90"
"fr. 10130","Bibliothèque nationale de France","Paris","Wilbrandus Oldenburgensis","Il manoscritto membranaceo è formato da 38 ff. e misura 290x200 mm. Il testo è disposto su due colonne. Il codice riporta inoltre la Cronique de France et de Normandie, ff. 1r-8r, e gli Annales Fiscannenses, ff. 8v-19v.","http://www.wikidata.org/entity/Q90"
"lat 8946","Bibliothèque nationale de France","Paris","Iohannes Boccaccius","Scrittura gotica di unica mano di area settentrionale. Sebbene non sia stato registrato negli inventari del convento, il codice proviene dal monastero di Santa Giustina a Padova come dimostra la segnatura sui fogli di
guardia. Assente il Carme sull'Arno.","http://www.wikidata.org/entity/Q90"
"lat- 14627","Bibliothèque nationale de France","Paris","Iohannes Boccaccius","Il De Montibus è contenuto all'interno del codice collettaneo redatto da due mani distinte che contiene di Boccaccio anche il De casibus virorum illustrium e poi due opere di Alberto Magno.","http://www.wikidata.org/entity/Q90"
"lat. 10764","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da I, 294 ff. e misura 267x146 mm. Copiato nell'officina di Bernardo Sylvano a Napoli, come si legge ai ff. 292v-293r: ""Ex officina Bernard L'Ebolite in anno 1490"". Il codice fu preparato per Andrea Matteo Acquaviva, terzo duca d'Atri e principe di Teramo. ","http://www.wikidata.org/entity/Q90"
"lat. 11523","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto cartaceo è formato da 33 ff. e misura 410x580 mm. Esemplato in Francia, la legatura è del XV-XVI secolo di spessa pelle naturale, con chiodi di rinforzo. ","http://www.wikidata.org/entity/Q90"
"lat. 11684","Bibliothèque nationale de France","Paris","Hrabanus Maurus","Il manoscritto membranaceo è composto da 221 ff. e misura 410 x 280 mm. Esemplato nell'abbazia di Saint Pierre di Corbie, il copista potrebbe essere Iohannes Monoculus Corbeiensis monachus, che ha vergato anche i mss. 11564, 11576, 11700, 11864, 16943, oggi conservati presso la Bibliothèque Nationale de France. Il manoscritto trasmette anche: Beda il Venerabile, De locis sanctis, ff. 218r-221v. Il De rerum naturis è seguito da una nota biografica su Rabano Mauro, f. 218r, e dal suo epitaffio, f. 218r. Nel margine superiore di f. 1r ""ex libris"" di Saint-Pierre di Corbie e di Saint-Germanis-des Prés. ","http://www.wikidata.org/entity/Q90"
"lat. 12277","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto membranaceo misura 275x185 mm e consta di 171 ff. Il manoscritto è stato esemplato presso l'abbazia di Saint-Maur-des-Fossés, passò poi all'abbazia di Saint-Germain-des-Prés, di cui rimane traccia sul f. 3r: “Ex libris monasterii Sancti Germani a Pratis Parisiorum"", e infine entrò nella Biblioteca Nazionale tra il dicembre 1795 e il febbraio 1796, con gli altri manoscritti di Saint-Germain-des-Prés. Il manoscritto trasmette: Aimone di Auxerre, Enarratio in Cantica canticorum, ff. 2r-41v; Lectio de sancta Trinitate, ff. 42r-43r;  Itinerarium Antonini Placentini, ff. 44r-52r; Anastasio Alessandrino (ps.), Sermo in imagine Berytensi Christi crucifixi, ff. 58v-60v; De lapsu virginis consecratae, ff. 60v-66r; Iohannes homo Dei, De ordine vitae et morum institutione, ff. 66v-81r;  Gregorio di Tours, De cursu stellarum ratio, ff. 81r-83v; Ambrogio Teodosio Macrobio, Commentarii in Ciceronis Somnium Scipionis, ff. 83v-85v;  Smarago di Saint-Mihiel, Expositio in regulam sancti Benedicti, ff. 86r-87r; Atanasio di Alessandria (ps.), Doctrina ad Anthiocum ducem, ff. 87v-92v; Vita sancti Antiochi abbatis, ff. 92v-96r; De Theophilo poenitente, ff. 96r-100v; Vita sancti Abrahae, ff. 100v-109r; Pascasio, Epistola ad Eugippium presbiterum, ff. 100r-100v; Eraclide (ps.), Paradisus,, ff. 111v-171r; Relatio miraculi de corpore et sanguine Christi, f. 171v; Teulfo, Versus de monachis Fossatensibus, ff. 172r-172v. ","http://www.wikidata.org/entity/Q90"
"lat. 12597","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 171, II' ff. e misura 310x210 mm con il testo disposto su due colonne. Il codice è una raccolta di testi agiografici. Al f. 2r si legge: ""Ex libris Corbeiensis monasterii"" nel margine superiore, ""sancti Germani a Pratis"" tra le due colonne. Varie mani lavorano al codice, una sola delle quali realizza la Navigatio, molte correzioni sono apposte da un revisore posteriore. ","http://www.wikidata.org/entity/Q90"
"lat. 12943","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto membranaceo è composito, formato in totale da II, 151 ff. e misura 300x210 mm. La prima unità, formata dai primi 96 ff, fu esemplata dal copista Gislemarus Sancti Germani a Pratis cancellarius, e riporta inoltra l'Historia ecclesiastica gente Anglorum di Beda. La seconda unità, corrispondente ai ff. 97-149, fu esemplata nel XIII secolo e trasmette l'Historia regum Britanniae di Goffredo di Monmouth.","http://www.wikidata.org/entity/Q90"
"lat. 13959","Bibliothèque nationale de France","Paris","Gervasius Tilberiensis","Il manoscritto cartaceo è formato da 215 ff. Il manoscritto apparteneva al politico e magistrato francese Pierre Séguier e fu poi acquistato dal duca di Coislin nel 1732. ","http://www.wikidata.org/entity/Q90"
"lat. 14359","Bibliothèque nationale de France","Paris","Opus sine auctore","Il manoscritto membranaceo e cartaceo è formato da 495 ff. e misura 350x215 mm. Esemplato presso l'Abbazia di San Vittore a Parigi, trasmette inoltre Annales, Excidium Aconis, Ralph of Coggeshall, Chronicon Anglicanum, Giovanni di San Vittore, Memoriale historiarum. Il codice è dunque una miscellanea di testi composta nel XVII secolo a San Vittore a Parigi; il testo della cronaca è attribuito a Ralph of Coggeshall. ","http://www.wikidata.org/entity/Q90"
"lat. 14703","Bibliothèque nationale de France","Paris","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 307 ff. e misura 260x190 mm. Il manoscritto, costituito verso la fine del XV secolo, è l’esito dell’unione di sette unità codicologiche, di cui la terza e la quinta sono andate perdute. I testi della seconda unità trasmettono Jacques de Vitry, la seconda redazione di Fretello dotata di elenchi finali, un breve brano con il catalogo dei popoli del mondo, il breve commento ad un versetto del Cantico «Egredimini et videte filie Sion… in die festivitatis Pasche» e un testo anonimo sulla celebrazione della messa.","http://www.wikidata.org/entity/Q90"
"lat. 14797","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto membranaceo è formato da 124 ff. Il codice, posseduto dall'abbazia di Saint-Victor di Parigi, trasmette inoltre le Quaestiones Hebraicae in I-III Regum et in I-II Paralipomenon, le Homiliae di papa Gregorio I, il Dialogus quaestionum LXV Orosii percontantis et Augustini respondentis. ","http://www.wikidata.org/entity/Q90"
"lat. 15038","Bibliothèque nationale de France","Paris","Beda Venerabilis","","http://www.wikidata.org/entity/Q90"
"lat. 15076","Bibliothèque nationale de France","Paris","Opus sine auctore","Il manoscritto membranaceo è formato da II, 168 ff. e misura 220x140 mm. Composito, è costituito da quattro unità codicologiche: la prima, ff. 1-79, trasmette anche il Chronicon Anglicanum di Ralph of Coggeshall; la seconda, ff. 80-87, Passio s. Iuliani Viennensis e un estratto dai Libri miraculorum di Gregorio di Tours; la terza, ff. 88-102, la Navigatio s. Brendani e la Visione di un monaco di Savigny; la quarta, ff. 103r-167r, Vegezio, De re militari. Ex libris sul contropiatto inferiore ""Iste liber re militari est J. de Francovilla presbyteri"" e al f. IIr ""Iste liber est sancti Victoris Parisiensis"". Nel margine inferiore di f. 88r una diversa mano aggiunge un sommario.","http://www.wikidata.org/entity/Q90"
"lat. 15076 III","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 168 ff. e misura 220x140 mm. Composito, è costituito da quattro unità codicologiche: la prima, ff. 1-79, trasmette il Chronicon Terrae Sanctae e Chronicon Anglicanum; la seconda, ff. 80-87, Passio s. Iuliani Viennensis e  un estratto dai Libri miraculorum di Gregorio di Tours; la terza, ff. 88-102, la Navigatio e la Visione di un monaco di Savigny; la quarta, ff. 103r-167r, Vegezio, De re militari. Ex libris sul contropiatto inferiore ""Iste liber re militari est J. de Francovilla presbyteri"" e al f. IIr ""Iste liber est sancti Victoris Parisiensis"". Nel margine inferiore di f. 88r una diversa mano aggiunge un sommario. ","http://www.wikidata.org/entity/Q90"
"lat. 15077","Bibliothèque nationale de France","Paris","Opus sine auctore","Il manoscritto cartaceo fu probabilmente esemplato nell'Abbazia di San Vittore a Parigi nel 1612, data che si trova nella tavola dei contenuti in mano moderna al foglio ""A"". Il Chronicon è attribuito a Ralph of Coggeshall.","http://www.wikidata.org/entity/Q90"
"lat. 15184","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da 89 ff. e misura 574x430 mm. Il codice fu esemplato a Firenze. ","http://www.wikidata.org/entity/Q90"
"lat. 1616","Bibliothèque nationale de France","Paris","Franciscus Pipinus","Il manoscritto cartaceo è formato da 414 ff. e misura 300x200 mm. Fu esemplato a Troyes e fu posseduto da Nicolas d'Ex, canonico di Metz (m.1477), e da Jacques Mentel (1599-1670). Trasmette, tra gli altri, testi di Flavio Giuseppe, Leonardo Bruni, Benvenuto da Imola, Francesco Petrarca, Jacques de Vitry e l'epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q90"
"lat. 16331","Bibliothèque nationale de France","Paris","Rorgus Fretellus de Nazareth","Il manoscritto trasmette una miscellanea di testi diversi, religiosi e teologici, ma anche due opere geografiche, l'Epistola del Prete Gianni, ff. 178r-180v, e il Liber di Rorgo Fretellus nella seconda redazione. ","http://www.wikidata.org/entity/Q90"
"lat. 16879","Bibliothèque nationale de France","Paris","Hrabanus Maurus","Il manoscritto membranaceo è formato da 272 ff. e misura 480x290 mm. Il testo è disposto su due colonne. Nel margine superiore destro del f. 1r una mano recente, a matita, ha indicato ""Bouth. 10"", indicazione dell'appartenenza del codice al presidente Jean Bouhier (m. 1746), la cui raccolta, entrata nell'abbazia di Clairvaux, era stata poi trasferita alla biblioteca di Troyes per arrivare alla Biblioteca Nazionale nel 1804. Il testo di Rabano Mauro si interrompe al capitolo 14 del libro XXII per la caduta di un foglio.","http://www.wikidata.org/entity/Q90"
"lat. 17177","Bibliothèque nationale de France","Paris","Rorgus Fretellus de Nazareth *** Hrabanus Maurus","Il manoscritto membranaceo è formato da 111 ff. Composito, il codice è costituito dall’unione di numerosi frammenti di testi latini, greci e francesi provenienti da codici diversi, la cui datazione spazia dall’VIII al XIII secolo. Tra gli eterogenei contenuti, oltre ai testi adespoti, si contano frammenti di Rabano Mauro, di Giuseppe Flavio, di Teodoro di Mopsuestia, della Bibbia, di Girolamo, di Beda, di Iacopo da Varazze, di Martino Polono, di Plauto e di Virgilio. L’unità contenente il frammento di R (ff. 37-38) è mutila a causa della caduta di un fascicolo che comporta la perdita di buona parte del testo di Fretello (dal cap. 13), trasmesso qui nella seconda redazione.  *** Il codice composito è formato da 111 ff. La foliazione è moderna in numeri arabi ad inchiostro nero. Sul f. 1r nota cartacea con descrizione dattiloscritta da parte di E.A. Lowe. Il manoscritto trasmette una grande varietà di testi in latino, francese e greco. La sezione che riporta l'estratto di Rabano Mauro (IV, 1-5) è in pergamena delle dimensioni di 415x305 mm, probabilmente proveniente dalla Germania occidentale. ","http://www.wikidata.org/entity/Q90"
"lat. 17542","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da I, 135, II' e misura 330x225 mm. Copiato da una sola mano in littera antiqua. Sono numerose le note di collazione con un testo in greco. Il codice fu donato da Iacopo Antonio Marcello, governatore di Padova, nel 1457 al re di Napoli Renato d'Angiò. ","http://www.wikidata.org/entity/Q90"
"lat. 1761","Bibliothèque nationale de France","Paris","Hrabanus Maurus","Il manoscritto composito e membranaceo è formato da III, 190 ff. e misura 290x210 mm. La rilegatura è in pergamena con tracce di scrittura. Il codice è formato da tre diverse unità codicologiche: la prima, ff. 1-100, trasmette Ambrosiaster, Commentarium in XIII epistolas Paulinas; la seconda, ff. 101-108, soltanto un estratto di Rabano Mauro; la terza, ff. 109-190, contiene estratti di commenti alla Scrittura. ","http://www.wikidata.org/entity/Q90"
"lat. 17800","Bibliothèque nationale de France","Paris","Franciscus Pipinus","Il manoscritto membranaceo è composto da 46 ff. e misura 285x215 mm. Fu vergato nel Sud della Francia. Il testo è scritto in una fitta minuscola del XIV secolo, con mani più tarde responsabili di annotazioni e marginalia. ","http://www.wikidata.org/entity/Q90"
"lat. 17802","Bibliothèque nationale de France","Paris","Opus sine auctore","Il manoscritto cartaceo fu esemplato a San Vittore a Parigi. 
Il testo del Libellus si ferma al capitolo 27 e non riporta le epistole tra Saladino e l'imperatore Federico I. ","http://www.wikidata.org/entity/Q90"
"lat. 18108","Bibliothèque nationale de France","Paris","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 196 ff. e misura 150-205x110/140 mm. La rilegatura è moderna in pelle marrone. Una parte del manoscritto proviene dal monastero di Saint-Denis di Reims, come riportato al f.1r: ""Iste liber est de conventu S. Dyonisii Remensis qui fuit Domini I. generalis abbatis nostri"" e passò poi nelle collezioni del priorato di Saint-Martin-des-Champs (Parigi). Il codice trasmette sententiae e quaestiones teologiche e riporta il Liber di Rorgo Fretellus nella seconda redazione. Il codice è costituito da 21 fascicoli di varia lunghezza, vergati da mani diverse. Si individuano, tra i contenuti, tre gruppi di quaestiones attribuite a Pietro Comestore (ff. 83r-107r) e le sententiae della scuola di Pietro Abelardo. Il testo di Fretello è vergato su due colonne in una bastarda irregolare. ","http://www.wikidata.org/entity/Q90"
"lat. 1827","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto membranaceo è composto da 403 ff., con il testo disposto su due colonne, e misura 330x220 mm. Proviene dalla biblioteca di Benoît, da dove passò poi al college de Foix di Tolosa, e appartenne all'antipapa Benedetto XIII. Il manoscritto trasmette commenti ai testi biblici di Gerolamo e il De viris illustribus di Gennadio di Marsiglia.","http://www.wikidata.org/entity/Q90"
"lat. 2024","Bibliothèque nationale de France","Paris","Hrabanus Maurus","Il manoscritto membranaceo è formato da 130 ff. e misura 250x185 mm. Il codice è composto da tre diverse unità codicologiche: la prima, esemplata a Laon, è formata dai ff. 1-42 e trasmette le Etymologiae di Isidoro di Siviglia e un estratto del testo di Martino Braga, Formula vitae honestae e Ambrogio Auperto, Sermo de cupiditate; la terza è formata dai ff. 99-116 e riporta  il De virtutibus et vitiis di Alcuino; la quarta, ff. 127-129 trasmette alcune sentenze sulla Trinità. ","http://www.wikidata.org/entity/Q90"
