"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"H.VII.12","Biblioteca comunale degli Intronati","Siena","Iohannes Antonius Campanus","membr., ff. I+70; foglio di guardia membranaceo coevo; fascicoli 1-7 (10): richiami verticali; non è stata rispettata la legge di Gregory tra f. 14v e 15r (carne-pelo) e tra 16v e 17r (pelo-carne) e allo stesso modo tra f. 54v e f. 55r e tra f. 56v e f. 57r
dimensioni: 235 x 169; specchio di scrittura: 25 [160] 50 x 25/8 [90] 8/38; rr. 29/ll. 28, rigatura a colore: foratura visibile per le linee di giustificazione nel margine inferiore dei fogli.
Scritture e mani littera antiqua. Presenza di note e di rare integrazioni marginali del copista.
Legatura in assi con restauro moderno e dorso in cuoio.

Il manoscritto è interamente palinsesto con riutilizzo di documenti del XIV secolo: a f. 27r affiora una data: Anno Domini Mill(es)imo CCCXXX. A f. Ir una mano settecentesca ha aggiunto il contenuto del codice. Il contenuto del codice è scritto anche sul piatto della legatura, all'esterno, da mano coeva.


Descrizione diretta

Siena, Biblioteca Comunale degli Intronati H.VII.12

Palinsesto

sec. XV ultimo quarto data stimata
membr.
ff. I, 70; f. di guardia membranaceo coevo; fascicoli 1-7 (10): richiami verticali; non è stata rispettata la legge di Gregory tra f. 14v e 15r (carne-pelo) e tra 16v e 17r (pelo-carne) e allo stesso modo tra f. 54v e f. 55r e tra f. 56v e f. 57r
dimensioni: 235 x 169; specchio di scrittura: 25 [160] 50 x 25/8 [90] 8/38; rr. 29/ll. 28, rigatura a colore: foratura visibile per le linee di giustificazione nel margine inferiore dei fogli

scritture e mani littera antiqua;


Presenza di note
Rare integrazioni marginali del copista

decorato
Iniziali semplici; Iniziali decorate: a f. 1r iniziale decorata incompleta; a f. 36v iniziale in azzurro
rubricato: titoli delle prime due opere in capitali ad inchiostro rosso


Legatura in assi con restauro moderno e dorso in cuoio

Storia del manoscritto
Il manoscritto è interamente palinsesto con riutilizzo di documenti del XIV secolo: a f. 27r affiora una data: Anno Domini Mill(es)imo CCCXXX.
A f. Ir una mano settecentesca ha aggiunto il contenuto del codice. Il contenuto del codice è scritto anche sul piatto della legatura, all'esterno, da mano coeva.

Altri contenuti:
ff. 1r-20r Iohannes Antonius Campanus, Oratio in exequiis divi Pii II; ff. 36v-70v Iohannes Antonius Campanus, Oratio in funere Nelli Balionii. ","http://www.wikidata.org/entity/Q2751"
"K. V 28","Biblioteca comunale degli Intronati","Siena","Iohannes Boccaccius","Come si evince dallo stemma a f. 1r,
l’elegante manoscritto appartenne alla
famiglia Piccolomini. Passò quindi
all’Opera del Duomo di Siena come si
evince dalla nota sec. XVII posta a f. IIr:
«Questo libro è dell’Opera del Duomo di
Siena».
Assente il Carme sull'Arno.","http://www.wikidata.org/entity/Q2751"
"7.5.8.","Archivo catedralicio y Biblioteca Capitular y Colombina","Siviglia","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da 57 ff. e misura 298x204 mm. Il codice trasmette una Passio di santa Caterina e una raccolta geografica con un volgarizzamento di Marco Polo, il resoconto di viaggio di Niccolò de' Conti e la Relatio di Odorico da Pordenone, appartenente alla fase C, red. R. Sono presenti annotazioni marginali al testo. Il manoscritto fu esemplato a Padova come riportato in una nota del colophon ""Copiatus hic liber de anno Domini 1469 die 21 Iulii, et semper laus sit Deo. Amen"" e ""Laus Deo presbiteri Donati de sancto Clemente in Padua liber iste est"". ","http://www.wikidata.org/entity/Q8717"
"127","Soissons, Bibliothèque municipale","Soissons","Beda Venerabilis","Il manoscritto è membranaceo, consta di 108 ff. e misura 251 x 181 mm. Trasmette i seguenti testi: Liber magistri Hugonis de sancto Victore de discipline scolarium, ff. 3r-21r; Liber beati Bernardi ad Eugenium, ff. 21r-61r; Beda, De locis sanctis, ff. 62r-69v; De generatione deorum gentilium, ff. 69v-73r; Tractatus de divisione scientiarum, ff. 74r-79r; Tractatus de conscientia regenda, ff. 79r-87v; Itinerarium mentis, ff. 88r-108r. ","http://www.wikidata.org/entity/Q167152"
"Cod. Hist. 2 246","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Johannes Presbyter","Il manoscritto riporta la redazione originale dell'Epistola, ma danneggiata. ","http://www.wikidata.org/entity/Q1022"
"Cod.Hist.2o 411","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Johannes Presbyter","Il manoscritto trasmette la redazione C dell'Epistola. ","http://www.wikidata.org/entity/Q1022"
"HB.I.20","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Odoricus de Portu Naonis","Il manoscritto membranaceo è formato da 138 ff. e misura 180x125 mm. Il codice trasmette il testo della Relatio appartenente alla fase C, red. F. ","http://www.wikidata.org/entity/Q1022"
"HB.I.248","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Johannes Presbyter","Il manoscritto riporta la versione di Hildesheim dell'Epistola. ","http://www.wikidata.org/entity/Q1022"
"Hist. 4° 155","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Sanctus Brendanus","Il manoscritto membranaceo è formato da 151 ff. e misura 235x175 mm. Trasmette inoltre l'Imago mundi di Honorius Augustodunensis presbyter. ","http://www.wikidata.org/entity/Q1022"
"Theol. et phil. 2° 100","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Johannes Presbyter","Il manoscritto cartaceo è formato da I, 375, I ff. e misura 307x215 mm. Esemplato a Ratisbona intorno al 1462, il codice riporta la redazione E dell'Epistola. ","http://www.wikidata.org/entity/Q1022"
"Theol. et phil. 4° 541","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Odoricus de Portu Naonis","Il manoscritto cartaceo trasmette la Relatio di Odorico da Pordenone nella fase C, red. F. ","http://www.wikidata.org/entity/Q1022"
"Theol. et phil. 8° 57","  Stuttgart, Württembergische Landesbibliothek","Stoccarda","Sanctus Brendanus","Il manoscritto membranaceo misura 155x120 mm. Trasmette anche il Liber de ortu Mariae et infantia Salvatoris. ","http://www.wikidata.org/entity/Q1022"
"236","Hauptstaatsarchiv Stuttgart","Stoccarda","Felix Fabri","Il manoscritto trasmette solo due frammenti dell'Evagatorium di Felix Fabri.","http://www.wikidata.org/entity/Q1022"
"Cod. hist. 4° 10","Württembergische Landesbibliothek","Stoccarda","Franciscus Pipinus","Il manoscritto cartaceo consta di 155 ff. e misura 215/220x147/149 mm. Vergato in Germania, appartenne al conte Heinrich of Wurttemberg (1448-1519), di cui si legge al f. 4 ""Marie totus rosarium Henricus"" e al f. 153 ""Iste liber est mei Hainrici comiti Wirtember et in Montepelligardo cuius miseriatur omnipotens Deus"". 
Trasmette anche il De locis terre sancte di Francesco Pipino, ff. 124v-139r, e la Legenda pucherrima beati et preciosi martiris abbani, ff. 139r-149r.  *** Il manoscritto cartaceo consta di 155 ff. e misura 215/220x147/149 mm. Vergato in Germania, appartenne al conte Heinrich of Wurttemberg (1448-1519), di cui si legge al f. 4 ""Marie totus rosarium Henricus"" e al f. 153 ""Iste liber est mei Hainrici comiti Wirtember et in Montepelligardo cuius miseriatur omnipotens Deus"". Trasmette anche il Liber Marci Pauli de Veneciis de consuetudinibus et condicionibus orientalium regionum di Francesco Pipino, ff. 4r-124r, e la Legenda pucherrima beati et preciosi martiris Abbani, ff. 139r-149r. ","http://www.wikidata.org/entity/Q1022"
"HB VII. 41","Württembergische Landesbibliothek","Stoccarda","Beda Venerabilis","Il manoscritto, esemplato a Bodenseegebiet, è membranaceo, consta di 148 ff. e misura 255x175 mm. Posseduto dalla cattedrale di Costanza e poi dall'abbazia di San Martin di Weingarten, è passato poi a Stuttgart, dove è attualmente conservato. Il manoscritto trasmette le opere di Beda il Venerabile, Explanatio Apocalypsis, ff. 1r-84v; In Acta apostolorum expositio, ff. 85r-143v; Nomina regionum atque locorum de Actibus apostolorum, ff. 143v-148v. ","http://www.wikidata.org/entity/Q1022"
"3876","Biblioteca nazionale e universitaria di Strasburgo","Strasburgo","Johannes Presbyter",,"http://www.wikidata.org/entity/Q6602"
"B.53","Straßburg, Bibliothèque de la Ville","Strasburgo","Johannes Presbyter","Il manoscritto riporta la redazione C dell'Epistola del Prete Gianni.","http://www.wikidata.org/entity/Q6602"
"292, CCLXXXVI","Monastero di Santa Scolastica","Subiaco","Sanctus Brendanus","Il manoscritto membranaceo è formato da 186 ff. e misura 150x110 mm. Esemplato in Italia, trasmette vite di santi. ","http://www.wikidata.org/entity/Q243467"
"Nicholson 22","University of Sydney Library","Sydney","Iohannes Boccaccius","Scrittura umanistica corsiva, unica mano. Il codice si trovava nelle collezioni
librarie della Chetham School di Manchester. Nel 1827 passò a J.H.
Hindley, nel 1866 a John Lee, e infine a Sir
Charles Nicholson, prima di approdare alla
biblioteca universitaria di Sydney. 
CARME SULL’ARNO Rupibus ex dextris assente.
presenza di svariati notabilia nei margini
generalmente con riferimento alle fonti classiche sottese al testo; sono altresì presenti
le note guariniane, e il carme pliniano De Ciceronis fonte (PLIN., XXXI 3, 8: «Quo tua,
Romanae vindex clarrisime linguae»).","http://www.wikidata.org/entity/Q3130"
"55 (olim 126)","Tarragona, Biblioteca publica del Estado","Tarragona","Opus sine auctore","Il manoscritto membranaceo è formato da 218 ff. e misura 230x160 mm. Originario del monastero cisterciense di Santes Creus, contiene il Libellus de miraculis sancte Marie, ff. 1r-50r, il Liber sancti Iacobi in una versione incompleta, f. 59r-107v e la Disciplina clericalis di Petrus Alfonsi, ff. 109r-215r. ","http://www.wikidata.org/entity/Q314745"
"0193 (MM.V.11)"," Torino, Biblioteca dell'Accademia delle Scienze","Torino","Opus sine auctore","Il manoscritto membranaceo è composto da 12 ff. e fu probabilmente esemplato nel sud della Francia. Trasmette inoltre un altro testo relativo alla Terza Crociata, la breve Epistola de morte Friderici imperatoris. Il manoscritto fu acquistato nel 1937 ad Aix-en-Provence da Costanza Gazzera, che lo lasciò poi all'Accademia di Torino, pubblicando la prima edizione del testo. ","http://www.wikidata.org/entity/Q495"
" H.II.33 (CLVI.e IV.17)","Biblioteca nazionale universitaria di Torino","Torino","Ricoldus de Monte Crucis","cartaceo,
ff. 269,
dimensioni: 330 x 235.","http://www.wikidata.org/entity/Q495"
"1066","Biblioteca nazionale universitaria di Torino","Torino","Iohannes de Plano Carpini","Il manoscritto membranaceo è formato da 102 ff. con il testo disposto su due colonne. Il testo di Giovanni di Pian del Carpine è introdotto dalla rubrica ""Liber de factis Tartarorum a quodam fratre Minone compositus qui longo tempore fuit inter eos"". Il codice riporta una versione contaminata del testo, esemplato sui modelli della prima e della seconda redazione. ","http://www.wikidata.org/entity/Q495"
"D.IV.21 (olim H.I.12)","Biblioteca nazionale universitaria di Torino","Torino","Burchardus de Monte Sion","Il manoscritto è formato da 272 ff. e misura 270x200 mm. Esemplato in Francia, il codice trasmette anche l'Historia Hierosolymitana abbreviata di Jacques de Vitry, l'Historia de desolacione et conculcacione civitatis Acconensis et tocius Terre Sancte di Thaddaeus Neapolitanus, il Chronicon di Martin Polono e la Descriptio di Burcardo da Monte Sion nella redazione lunga. ","http://www.wikidata.org/entity/Q495"
"91/II","Torun, Biblioteka Glówna Uniwersytetu Mikolaja Kopernika","Toruń","Burchardus de Monte Sion",,"http://www.wikidata.org/entity/Q47554"
"Ville Cod. 135","Tournai, Bibliothèque Communale","Tournai","Johannes Presbyter",,"http://www.wikidata.org/entity/Q173219"
"1040","Biblioteca municipale di Tours","Tours","Opus sine auctore","Il manoscritto è composto da 133 ff. divisi in quattro Unità Codicologiche e misura 165x235 mm. ","http://www.wikidata.org/entity/Q288"
"W3103","Biblioteca comunale di Trento","Trento","Dicuil Hibernicus","Il codice è una copia del manoscritto Trento, Biblioteca Comunale, W 3102.","http://www.wikidata.org/entity/Q3376"
"w3102","Biblioteca comunale di Trento","Trento","Dicuil Hibernicus","Il manoscritto cartaceo è formato da 108 ff. ed è una copia del perduto Codex Spirensis. ","http://www.wikidata.org/entity/Q3376"
"1374/140","Municipal Library Trier","Treviri","Johannes Presbyter","Il manoscritto cartaceo è formato da II, 242, I ff. e misura 330x210 mm. Esemplato dopo il 1532, il codice riporta la redazione C dell'Epistola. ","http://www.wikidata.org/entity/Q3138"
"Hs. 1143/445 8° (414)","Municipal Library Trier","Treviri","Sanctus Brendanus","Il manoscritto membranaceo è formato da III, 294 ff. con il testo disposto su due colonne. Esemplato in Francia trasmette vite e leggende di santi. ","http://www.wikidata.org/entity/Q3138"
"Hs. 523/56","Municipal Library Trier","Treviri","Johannes Presbyter","Il manoscritto è una raccolta di brani, richieste e prediche. Membranaceo e formato da 173 ff., trasmette il testo dell'Epistola nella redazione B. ","http://www.wikidata.org/entity/Q3138"
"Abt. 95, 133c","Trier, Bistumsarchiv (Bischöfliches Archiv, olim Dombibliothek)","Treviri","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 122 ff. e misura 203x153 mm. Trasmette testi religiosi. ","http://www.wikidata.org/entity/Q3138"
"II, 224 (39)*","Biblioteca capitolare di Treviso","Treviso","Iohannes Boccaccius","Il testo è acefalo, redatto con scrittura minuscola semigotica. Sono presenti glosse di varie mani. Nelle carte che contengono il De Montibus, una mano
umanistica corsiva cita alcune fonti classiche e appone delle note in greco. Una annotazione ne attribuisce la prima proprietà all'umanista Facino. Il codice è poi passato nel Settecento dal conte Guglielmo Onigo
(1729-1813) a Lorenzo Bolisio. Il
manoscritto venne quindi donato alla
biblioteca capitolare di Treviso dal
sacerdote don Ignazio De Faveri.","http://www.wikidata.org/entity/Q5475"
"1376","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)","Troyes","Johannes Presbyter","Il manoscritto membranaceo è formato da 169 ff. Esemplato da più mani, riporta un prologo seguito da una lunga serie di miracoli attribuiti a S. Riquier. Il codice trasmette la versione originale dell'Epistola. ","http://www.wikidata.org/entity/Q5489"
"294bis","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)","Troyes","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è composto da 162 ff. Il codice trasmette anche testi legati a Carlo Magno, come i Gesta Karoli di Notkerus Balbo, i Gesta regum Anglorum di Guillelmus Malmesberiensis monachus, la Vita Karoli di Eginardo. Riporta la seconda versione del Liber di Fretellus. ","http://www.wikidata.org/entity/Q5489"
"Fonds ancien 1712","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)","Troyes","Sanctus Brendanus","Il manoscritto membranaceo è formato da 212 ff. e misura 180x130 mm. Formato da due unità codicologiche, la Navigatio è acefala. ","http://www.wikidata.org/entity/Q5489"
"Fonds ancien 1876","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)","Troyes","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 160, II' ff. Trasmette testi di miracoli e vite di santi. ","http://www.wikidata.org/entity/Q5489"
"ms. 544","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)","Troyes","Opus sine auctore","Il manoscritto membranaceo è composto da 130 ff. e misura 345x265 mm. Trasmette testi biblici e agiografie. ","http://www.wikidata.org/entity/Q5489"
"A.14","Třeboň, Státní Oblástní Archiv","Třeboň","Johannes Presbyter","Il manoscritto trasmette la redazione D dell'Epistola. ","http://www.wikidata.org/entity/Q773312"
"A.7","Třeboň, Státní Oblástní Archiv","Třeboň","Johannes Presbyter","Il manoscritto trasmette la redazione D dell'Epistola. ","http://www.wikidata.org/entity/Q773312"
"Bini, XXII 3","Biblioteca arcivescovile di Udine","Udine","Odoricus de Portu Naonis","Il codice cartaceo, formato da cinque fascicoli prima indipendenti, trasmette opere legate alla storia del Friuli e altre di carattere odeporico, tra cui una parte del Milione di Marco Polo in volgare italiano e una descrizione di un viaggio in Inghilterra. La Relatio è trasmessa secondo la fase C, red. h, ma si interrompe al passo XXXVIII, 18, forse per un guasto del codice. ","http://www.wikidata.org/entity/Q2790"
"Cernazari 237 (XIX.83)","Biblioteca arcivescovile di Udine","Udine","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da II, 52, II cc. e misura 217x179 mm. Presenta sul dorso un'etichetta con titolo ""Odorico de Foro Iulii Descricio de partibus infidelium, e altre due non leggibili. Il codice è descriptus di Monaco, Clm 903 come si legge in una nota a fronte (c.1r): Che questa copia sia alla lettera precisa lo si è verificato con il confronto con l'originale. Monaco 27 giugno 1850 f.to J.A. bibliotecario. Presenta glosse ai margini del testo. Il testo della Relatio segue la fase B, red. D. ","http://www.wikidata.org/entity/Q2790"
"19555 1-3 (olim 6718)","Stadtarchiv Neu-Ulm","Ulm","Felix Fabri","Il manoscritto cartaceo è autografo. Contiene anche l'Evagatorium in Terrae Sanctae, Arabiae et Aegypti peregrinationem. ","http://www.wikidata.org/entity/Q3012"
"19555, 1-3","Stadtarchiv Neu-Ulm","Ulm","Felix Fabri","Il manoscritto è cartaceo e consta di due volumi, ff. 291-231. Il codice è autografo. ","http://www.wikidata.org/entity/Q3012"
"H Schad 66 (Hs. 13894)","Stadtarchiv Neu-Ulm","Ulm","Felix Fabri",,"http://www.wikidata.org/entity/Q3012"
"H Schad 67 (Hs. 13895)","Stadtarchiv Neu-Ulm","Ulm","Felix Fabri",,"http://www.wikidata.org/entity/Q3012"
"C 14","Uppsala University Library","Uppsala","Burchardus de Monte Sion *** Opus sine auctore","Il manoscritto cartaceo è formato da 320 ff. e misura 220x145 mm. Copiato in parte da Iohannes Suenonis senior monachus, il codice trasmette la redazione breve della Descriptio di Burcardo da Monte Sion.  *** Il manoscritto cartaceo è formato da 320 ff. e misura 220x145 mm. Esemplato in Svezia, nell'abbazia di Vadstena, trasmette anche il De pugna spirituali di Antonius Rampegolus de Ianua, il Tractatus de bello sive de pugna spirituali di Augustinus Sanctuccius de Urbino e la Descriptio Terrae Sanctae di Burcardo di Monte Sion, all'interno della quale si trova un'ampia sezione del Tractatus. ","http://www.wikidata.org/entity/Q25286"
"C 26","Uppsala University Library","Uppsala","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da 202, III ff. e misura 215x155 mm. Esemplato a Costanza, il codice fu vergato in parte dai copisti Hinricus Partenzen de Luneburg e Thorirus Andreae. Trasmette la Relatio secondo la fase C, gruppo F. ","http://www.wikidata.org/entity/Q25286"
"C 43","Uppsala University Library","Uppsala","Opus sine auctore","Il manoscritto cartaceo è formato da I, 158 ff. Esemplato in Svezia, contiene inoltre delle Litterae supplicatoriae e diversi testi dedicati alla Terra Santa. ","http://www.wikidata.org/entity/Q25286"
"C 78","Uppsala University Library","Uppsala","Burchardus de Monte Sion","Il manoscritto membranaceo trasmette la redazione lunga della Descriptio di Burcardo da Monte Sion. ","http://www.wikidata.org/entity/Q25286"
"737 (5.B.2)","Università di Utrecht","Utrecht","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da 291 ff. e misura 298x205 mm. Esemplato a Utrecht, il codice trasmette testi religiosi e geografici, come l'Historia Mongalorum di Giovanni di Pian del Carpine, il Liber di Guillelmus de Boldensele e la Relatio di Odorico da Pordenone che segue la fase B, red. D. ","http://www.wikidata.org/entity/Q776"
"737 (5.B.2)  sec. XV ex.","Università di Utrecht","Utrecht","Iohannes de Plano Carpini","Il manoscritto cartaceo è formato da 291 ff. e misura 298x205 mm. Esemplato a Utrecht, trasmette anche il Liber de quibusdam ultramarinis di Guillelmus de Boldensele e la Relatio di Odorico da Pordenone. Il codice riporta il testo dell'Historia Mongalorum interpolato con lo Speculum Historiale e con divagazioni riguardanti Egitto, Palestina, Libano non presenti nell'opera di Giovanni di Pian del Carpine. ","http://www.wikidata.org/entity/Q776"
"45","Arxiu-Biblioteca de la Catedral de València","Valencia","Johannes Presbyter",,"http://www.wikidata.org/entity/Q8818"
"207","municipal library of Valenciennes","Valenciennes","Johannes Presbyter","Il manoscritto membranaceo è formato da 109 ff. e misura 312x206 mm con il testo disposto su due colonne. Il codice trasmette la redazione B dell'Epistola. ","http://www.wikidata.org/entity/Q163795"
"344 (331)","municipal library of Valenciennes","Valenciennes","Opus sine auctore","Il manoscritto cartaceo e membranaceo è formato da 253 ff. e misura 293x220 mm. Esemplato forse a Zurigo, trasmette testi di Petrus de Alliaco, Tolomeo, il Liber nautarum, il De viis maris, il Libellus de zelo Christiane religionis veterum principum Germanorum di Lupoldus III de Bebenburg. ","http://www.wikidata.org/entity/Q163795"
"52","municipal library of Valenciennes","Valenciennes","Beda Venerabilis","Il manoscritto membranaceo consta di 176 ff. con il testo disposto su due colonne e misura 375 × 260 mm. Esemplato a Saint-Amand-les-Eaux, nell'abbazia di saints Pierre, André e Amand, trasmette: Beda Venerabilis, In Cantica canticorum allegorica expositio, ff. 2v-76r; Beda Venerabilis, Explanatio Apocalypsis, ff. 76r-113v; Victorinus Poetovionensis episcopus, Commentarii in Apocalypsin Iohannis, ff. 113v-123r; Commemoratorium in Apocalypsin, ff. 123r-127v; Beda Venerabilis, In Acta apostolorum expositio, ff. 127v-171r; Beda Venerabilis, De locis sanctis, ff. 171r-176r. ","http://www.wikidata.org/entity/Q163795"
"64","Biblioteca de Santa Cruz","Valladolid","Guidus Pisanus","Il manoscritto cartaceo è formato da II, 61, I ff. e misura 215x215 mm. Il codice riproduce il contenuto del Riccardiano 881, trasmettendo il Vaticinium Sibillae Eritheae e gli estratti dei primi tre libri del Liber Guidonis. ","http://www.wikidata.org/entity/Q195569"
"Razn. F.XVIII.174 (+)","Biblioteca Załuski","Varsavia","Burchardus de Monte Sion","La biblioteca e il codice andarono distrutti durante la Seconda Guerra Mondiale, mentre precedentemente il codice era conservato a San Pietroburgo con la segnatura Q.v.IV.6.","http://www.wikidata.org/entity/Q270"
"8052","Varsavia, Biblioteca Nazionale","Varsavia","Johannes Presbyter *** Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 392 ff. e misura 300x200 mm. Il codice trasmette principalmente opere geografiche, come la Descriptio Terrae Sanctae di Burcardo di Monte Sion, l'Historia Hierosolymitana abbreviata di Iacobus de Vitriaco e il Liber de quibusdam ultramarinis partibus di Guillelmus de Boldensele. Il manoscritto riporta la versione originale dell'Epistola del Prete Gianni.  *** Il manoscritto cartaceo è formato da 214 ff. e misura 300x200 mm. Il codice trasmette il Chronicon universale Coloniense, il De archiepiscopis Coloniensibus, l'Itinerarium in Terram Sanctam di Guilelmus de Boldensele, l'Epistola del Prete Gianni, i Capitula Historiae Orientalis Iacobi de Vitriaco, la Prefatio in Historiam Orientalem et Occidentalem Iacobi de Vitriaco, la Chronica longa seu magna Polonorum e la Descriptio di Burcardo da Monte Sion nella redazione lunga. ","http://www.wikidata.org/entity/Q270"
"Cicogna 2408 (2389)","Biblioteca del Museo Correr","Venezia","Odoricus de Portu Naonis","Il manoscritto cartaceo fu esemplato a Padova. Trasmette testi di genere diverso, tra cui il Milione di Marco Polo nella traduzione latina e la Relatio di Odorico da Pordenone nella fase C, red. Y. ","http://www.wikidata.org/entity/Q641"
" lat. Z. 476 (1944)","Biblioteca nazionale Marciana","Venezia","Franciscus Petrarcha","Il codice è membranaceo con guardie cartacee (ff. IV, 108, III') dimensioni: 355 x 250 e presenza di rubriche.
 Esso contiene le seguenti altre opere di Petrarca:
Psalmi penitentiales (1r-2r)
Africa (107r)
Secretum meum (2r-14v)
Liber sine nomine [olim «Epistole sine nomine»] (14v-20v, 23r-28v)
De sui ipsius et multorum ignorantia (20v-22v, 29r-36r, 36r-40v)
Invective contra medicum (36r-v, 41r-57v)
De vita solitaria (58r-82v)
De otio religioso (82v-97r, 99r-102v); contiene anche «Quanta de virtutibus»  di
Benintendus de Ravagnanis (n. 1317/1318, m. 1365)
","http://www.wikidata.org/entity/Q641"
"Lat X, 88","Biblioteca nazionale Marciana","Venezia","Dicuil Hibernicus","Il manoscritto è una copia del perduto Codex Spirensis. ","http://www.wikidata.org/entity/Q641"
"Lat. X 128 (3307)","Biblioteca nazionale Marciana","Venezia","Franciscus Pipinus","Il manoscritto cartaceo è formato da I, 184, I, ff. e misura 220x145 mm. Esemplato in Italia durante la seconda metà del XIV secolo. ","http://www.wikidata.org/entity/Q641"
"Lat. XIV. 254 ","Biblioteca nazionale Marciana","Venezia","Petrus Paulus Vergerius"," Il manoscritto presenta una foliazione, posta  in alto a destra, realizzata con un inchiostro nero. Il testo è distribuito su quaranta linee di scrittura; per i titoli e per alcune annotazioni marginali, viene adoperato un inchiostro colorato come il rosso, utilizzato anche per alcune decorazioni al f. 74r. Il manoscritto, vergato da Ramusio tra il 1486 e il 1502, di cui si conserva l'autografo al f. 95r, fu lasciato da Girolamo Contarini alla Biblioteca Nazionale Marciana di Venezia nel 1843. Il codice tramanda anche altro materiale vergeriano, tratto soprattutto dall'Epistolario.","http://www.wikidata.org/entity/Q641"
"Lat.XI.80","Biblioteca nazionale Marciana","Venezia","Johannes Presbyter","Il manoscritto cartaceo e membranaceo è formato da 402 ff. Il codice riporta una versione estesa della redazione B dell'Epistola. ","http://www.wikidata.org/entity/Q641"
"XIV.223 (4340)","Biblioteca nazionale Marciana","Venezia","Iohannes de Dondis ab Horologio","Il manoscritto cartaceo è formato da I, 78, I ff. e misura 291x228 mm. La rilegatura è a secco, con rigatura a colori dalla c. 69, la legatura risale al 1850-1900. A lungo ritenuto un autografo di Giovanni Dondi dell'Orologio, l'ipotesi è stata poi abbandonata tenendo conto delle abitudine grafiche dell'autore e dei numerosi errori presenti nelle lettere dell'epistolario, non attribuibili al Dondi. Oggi si propende a credere che il codice fu esemplato da due diverse mani. Anticamente appartenuto alla famiglia Dondi, a Roberto Papafava e Giacomo Morelli, il manoscritto pervenne alla biblioteca marciana con lascito testamentario del 1819. Trasmette inoltre: una raccolta di rime e poesie, ff. 1r-8r, quasi tutte di Francesco Petrarca; rime adespote di Giovanni Quirini, un sonetto di Antonio Pucci e uno anonimo, ff. 9r-23r; rime adespote e due sonetti di Francesco di Vannozzo; il carme ""Ytalie sublimis honor, generosa Petrarce"" di Giovanni Boccaccio, ff.25r-26r; le rime di Giovanni Dondi e dei suoi corrispondenti, ff. 27r-36v; carmi latini di Lovato Lovati, Albertino Mussato e Giambono Favafuschi, ff. 37r-42r; il ""De vita et moribus domini Francisci Petracchi de Florentia"" di Boccaccio, ff. 42v-44v; epistole latine di Giovanni Dondi, ff. 47r-68v; gli ultimi due libri della ""Ruralium Commodorum opera"" di Piero Crescenzio. ","http://www.wikidata.org/entity/Q641"
"it. XI 67 (7351)","Biblioteca nazionale Marciana","Venezia","Leo Baptista Albertus","Il codice è composito di dodici elementi, composto da I-V, 208, VII cc. di 225x165 mm. Il manoscritto fu posseduto da Bernardo Bembo. ","http://www.wikidata.org/entity/Q641"
"lat. IX. 50 (3356)","Biblioteca nazionale Marciana","Venezia","Ambrosius Traversarius","Codice cartaceo. Alla fine in un'annotazione del copista  si legge che l'esemplare di riferimento per la copia fu un autografo del cremonese Guido Grandi (1671-1742).
NB. Sembrerebbe un compendio con indici di persone e luoghi e annotazioni varie sull'Hodoeporicon.","http://www.wikidata.org/entity/Q641"
"lat. X. 187 (3627)","Biblioteca nazionale Marciana","Venezia","Iohannes Boccaccius","Il codice, redatto a due mani, contiene anche l'opera di Pomponio Mela, Chorographia, trasmessa anche con il titolo ""Cosmographia"".
CARME SULL’ARNO Rupibus ex dextris assente.","http://www.wikidata.org/entity/Q641"
"lat. X. 24 (3296)","Biblioteca nazionale Marciana","Venezia","Burchardus de Monte Sion",,"http://www.wikidata.org/entity/Q641"
"lat. X. 346 (3779)","Biblioteca nazionale Marciana","Venezia","Iohannes Boccaccius","un'unica mano con grafia umanistica rotonda di modulo corsivo.
CARME SULL’ARNO Rupibus ex dextris assente.","http://www.wikidata.org/entity/Q641"
"lat. X. 54 (3653)","Biblioteca nazionale Marciana","Venezia","Iohannes Boccaccius","Codice redatto da  unica mano, corsiva, leggermente inclinata a destra. Mutilo per la caduta degli ultimi fogli. Presenza di rubriche incipitarie per mano del copista. CARME SULL’ARNO Rupibus ex dextris assente.","http://www.wikidata.org/entity/Q641"
